age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
44,7,1,1,0,1872,1,0,2,18,6,146,22,-1,0,3,0
56,2,1,2,0,773,0,0,2,18,6,345,0,-1,0,3,0
32,4,2,2,0,7419,1,0,2,18,6,248,21,-1,0,3,0
53,1,0,1,0,517,1,0,2,18,6,188,11,-1,0,3,0
36,0,1,1,0,90,0,0,2,18,6,166,22,-1,0,3,0
55,4,1,1,0,0,0,0,2,18,6,324,11,-1,0,3,0
44,1,2,3,0,4330,0,0,2,18,6,16,47,-1,0,3,0
51,2,2,1,0,440,0,0,2,18,6,392,0,-1,0,3,0
48,0,1,1,0,1800,1,0,2,18,6,103,0,-1,0,3,0
56,1,0,1,0,486,1,0,2,18,6,577,33,-1,0,3,0
47,1,2,3,0,2443,0,0,2,18,6,422,0,-1,0,3,0
53,6,1,2,0,235,0,0,2,18,6,112,22,-1,0,3,0
47,10,1,0,0,0,0,0,2,18,6,308,0,-1,0,3,0
52,4,1,2,0,1147,0,0,2,18,6,43,0,-1,0,3,0
44,1,1,1,0,-448,1,0,2,18,6,149,11,-1,0,3,0
60,5,1,2,0,1336,0,0,2,18,6,324,0,-1,0,3,0
59,1,1,3,0,337,0,0,2,18,6,100,33,-1,0,3,0
35,0,1,1,0,1476,0,0,2,18,6,209,3,-1,0,3,0
37,7,1,1,0,2128,0,0,2,18,6,105,0,-1,0,3,0
41,2,1,1,0,707,0,0,2,18,6,707,0,-1,0,3,1
33,9,1,1,0,4,1,1,2,18,6,625,11,-1,0,3,1
47,9,1,1,0,3478,0,0,2,18,6,13,2,-1,0,3,0
46,0,1,1,0,126,0,0,2,18,6,1255,0,-1,0,3,1
50,4,1,2,0,3296,0,0,2,18,6,255,11,-1,0,3,0
45,7,2,1,0,1771,0,0,2,18,6,50,11,-1,0,3,0
38,7,0,1,0,446,1,0,2,18,6,373,33,-1,0,3,0
50,11,1,3,0,200,0,0,2,18,6,18,43,-1,0,3,0
43,3,1,1,0,5233,0,0,2,18,6,108,11,-1,0,3,0
54,1,1,0,0,45,1,0,2,18,6,142,12,-1,0,3,0
38,9,2,2,0,11,0,0,2,18,6,78,22,-1,0,3,0
59,5,0,0,0,681,0,1,2,18,6,376,45,-1,0,3,0
37,3,0,1,0,37,0,0,2,18,6,155,11,-1,0,3,0
51,9,1,1,0,2682,0,0,2,18,6,56,0,-1,0,3,0
58,4,1,2,0,2729,0,0,2,18,6,188,0,-1,0,3,0
53,9,1,1,0,1776,0,0,2,18,6,443,45,-1,0,3,0
59,0,1,1,0,479,0,0,2,18,6,326,0,-1,0,3,0
60,4,1,2,0,11,0,0,2,18,6,802,22,-1,0,3,0
47,11,1,3,0,1880,0,0,2,18,6,64,11,-1,0,3,0
60,0,2,1,0,3916,0,0,2,18,6,18,38,-1,0,3,0
45,4,0,2,0,220,1,0,2,18,6,89,33,-1,0,3,0
36,8,2,3,0,386,0,0,2,18,6,359,11,-1,0,3,0
37,1,1,1,0,523,0,0,2,18,6,257,11,-1,0,3,0
44,7,0,1,0,608,1,1,2,18,6,19,23,-1,0,3,0
45,9,1,1,0,2571,0,0,2,18,6,146,11,-1,0,3,0
57,5,0,0,0,914,0,0,2,18,6,404,11,-1,0,3,0
45,5,1,0,0,1152,0,0,2,18,6,234,11,-1,0,3,0
38,1,2,1,0,519,1,1,2,18,6,13,5,-1,0,3,0
36,2,1,2,0,9405,0,0,2,18,6,297,22,-1,0,3,0
39,1,2,1,0,1967,0,0,2,18,6,156,47,-1,0,3,0
52,9,1,1,0,0,1,0,2,18,6,636,3,-1,0,3,0
49,9,1,3,0,1355,1,0,2,18,6,300,22,-1,0,3,0
40,9,1,2,0,-1779,1,1,2,18,6,37,11,-1,0,3,0
44,3,2,0,0,1059,0,0,2,18,6,2093,0,-1,0,3,1
38,7,1,1,0,611,1,1,2,18,6,61,22,-1,0,3,0
36,7,1,1,0,1024,1,0,2,18,6,111,11,-1,0,3,0
31,1,1,1,0,671,1,0,2,18,6,704,33,-1,0,3,1
42,1,1,0,0,3,0,0,2,18,6,45,22,-1,0,3,0
44,2,1,1,0,692,0,0,2,18,6,73,33,-1,0,3,0
40,9,1,2,0,4396,0,0,2,18,6,1195,11,-1,0,3,0
50,1,1,0,0,280,1,0,2,18,6,61,15,-1,0,3,0
41,7,0,1,0,2769,1,0,2,18,6,96,22,-1,0,3,0
41,0,1,1,0,1245,0,0,2,18,6,140,22,-1,0,3,0
57,1,1,3,0,4722,1,0,2,18,6,121,11,-1,0,3,0
49,1,1,0,0,1050,1,0,2,18,6,84,38,-1,0,3,0
33,0,2,1,0,3160,0,0,2,18,6,719,4,-1,0,3,0
51,1,1,0,0,1238,0,0,2,18,6,48,1,-1,0,3,0
51,9,1,2,0,1533,0,0,2,18,6,242,11,-1,0,3,0
31,1,2,1,0,54,0,0,2,18,6,230,22,-1,0,3,0
53,4,1,2,0,694,0,0,2,18,6,130,43,-1,0,3,0
28,1,2,1,0,623,0,0,2,18,6,25,34,-1,0,3,0
47,5,1,0,0,197,0,0,2,18,6,57,11,-1,0,3,0
53,5,1,1,0,357,0,0,2,18,6,154,11,-1,0,3,0
60,4,1,1,0,358,0,0,2,18,6,74,11,-1,0,3,0
37,7,0,0,0,0,1,0,2,18,6,77,11,-1,0,3,0
60,2,1,0,0,0,0,0,2,18,6,201,0,-1,0,3,0
38,6,1,1,0,29125,0,0,2,18,6,313,11,-1,0,3,0
58,4,1,2,0,5680,0,0,2,18,6,114,0,-1,0,3,0
40,1,0,3,0,2357,0,0,2,18,6,66,22,-1,0,3,0
50,10,1,1,0,193,1,0,2,18,6,305,43,-1,0,3,0
60,5,1,0,0,415,0,0,2,18,6,49,11,-1,0,3,0
37,1,2,0,0,12130,1,0,2,18,6,429,4,-1,0,3,0
48,3,0,0,0,2582,0,0,2,18,6,51,33,-1,0,3,0
45,7,2,1,0,359,1,0,2,18,6,41,46,-1,0,3,0
47,9,0,1,0,165,0,0,2,18,6,99,22,-1,0,3,0
51,0,2,1,0,1994,0,0,2,18,6,771,11,-1,0,3,1
57,3,0,0,0,113,0,0,2,18,6,378,11,-1,0,3,0
57,1,1,0,0,1236,0,0,2,18,6,152,47,-1,0,3,0
44,4,0,2,0,0,0,0,2,18,6,491,22,-1,0,3,0
38,1,2,1,0,1121,0,0,2,18,6,203,0,-1,0,3,0
38,7,1,1,0,393,0,0,2,18,6,90,22,-1,0,3,0
57,11,0,3,0,4244,0,0,2,18,6,626,38,-1,0,3,0
46,1,1,0,0,1823,0,0,2,18,6,135,22,-1,0,3,0
44,1,2,2,0,827,1,0,2,18,6,65,33,-1,0,3,0
42,3,1,0,0,1371,0,0,2,18,6,125,46,-1,0,3,0
49,1,1,3,0,507,0,1,2,18,6,16,5,-1,0,3,0
54,9,2,2,0,1433,1,1,2,18,6,18,12,-1,0,3,0
54,9,1,1,0,1455,1,0,2,18,6,90,33,-1,0,3,0
59,5,1,0,0,1427,0,0,2,18,6,140,11,-1,0,3,0
37,1,1,0,0,1104,0,0,2,18,6,15,46,-1,0,3,0
39,3,2,0,0,1340,0,0,2,18,6,113,11,-1,0,3,0
53,2,1,0,0,-257,1,1,2,18,6,249,38,-1,0,3,0
49,7,1,1,0,2058,0,0,2,18,6,82,22,-1,0,3,0
48,11,1,3,0,2261,0,0,2,18,6,445,22,-1,0,3,0
32,4,1,2,0,607,1,0,2,18,6,1060,38,-1,0,3,1
45,4,1,2,0,-687,1,1,2,18,6,92,11,-1,0,3,0
36,1,1,0,0,946,1,0,2,18,6,255,22,-1,0,3,0
58,3,1,0,0,2387,0,0,2,18,6,55,11,-1,0,3,0
42,7,1,1,0,3236,0,0,2,18,6,521,2,-1,0,3,0
44,7,0,1,0,20541,0,1,2,18,6,501,11,-1,0,3,0
40,0,2,1,0,1670,1,0,2,18,6,161,11,-1,0,3,0
57,1,1,3,0,4148,0,0,2,18,6,340,22,-1,0,3,0
42,1,1,0,0,-303,1,0,2,18,6,40,22,-1,0,3,0
47,7,1,0,0,504,0,1,2,18,6,156,22,-1,0,3,0
39,1,2,0,0,0,0,0,2,18,6,375,11,-1,0,3,0
52,0,1,1,0,0,0,0,2,18,6,161,0,-1,0,3,0
57,3,0,0,0,7451,0,0,2,18,6,43,33,-1,0,3,0
36,0,1,1,0,542,1,0,2,18,6,604,43,-1,0,3,0
59,1,1,1,0,0,0,0,2,18,6,368,0,-1,0,3,0
44,1,1,1,0,2092,0,1,2,18,6,452,0,-1,0,3,0
41,1,1,0,0,219,0,1,2,18,6,1574,22,-1,0,3,1
39,0,1,1,0,0,0,0,2,19,6,29,2,-1,0,3,0
58,1,1,1,0,1826,1,0,2,19,6,47,22,-1,0,3,0
60,2,1,0,0,987,0,0,2,19,6,102,4,-1,0,3,0
46,11,1,0,0,110,0,0,2,19,6,113,5,-1,0,3,0
36,1,1,1,0,537,0,0,2,19,6,160,43,-1,0,3,0
48,1,1,0,0,649,0,0,2,19,6,136,11,-1,0,3,0
50,1,1,1,0,5,0,0,2,19,6,170,45,-1,0,3,0
44,0,2,1,0,2524,0,0,2,19,6,82,0,-1,0,3,0
42,9,1,1,0,370,0,0,2,19,6,302,38,-1,0,3,0
54,1,1,0,0,10662,0,0,2,19,6,256,0,-1,0,3,0
50,7,1,1,0,748,0,1,2,19,6,147,0,-1,0,3,0
47,0,1,1,0,1195,0,0,2,19,6,451,0,-1,0,3,0
41,7,1,1,0,7509,0,0,2,19,6,575,0,-1,0,3,0
41,9,1,1,0,1278,0,0,2,19,6,532,0,-1,0,3,0
60,4,1,3,0,6313,0,0,2,19,6,39,11,-1,0,3,0
54,4,1,2,0,4112,0,0,2,19,6,86,0,-1,0,3,0
46,3,1,0,0,1188,0,0,2,19,6,675,38,-1,0,3,0
59,1,1,0,0,4143,0,0,2,19,6,122,0,-1,0,3,0
40,1,1,0,0,117,1,0,2,19,6,172,22,-1,0,3,0
57,10,1,1,0,0,0,0,2,19,6,97,0,-1,0,3,0
53,0,0,1,0,-112,0,0,2,19,6,394,0,-1,0,3,0
50,6,1,1,0,306,0,0,2,19,6,37,0,-1,0,3,0
39,7,2,2,0,410,0,0,2,19,6,266,33,-1,0,3,0
52,10,0,2,0,0,0,0,2,19,6,297,0,-1,0,3,0
51,9,0,1,0,107,0,0,2,19,6,593,0,-1,0,3,0
55,1,1,1,0,2010,0,0,2,19,6,446,0,-1,0,3,0
57,5,2,1,0,630,0,0,2,19,6,276,0,-1,0,3,0
46,4,2,3,0,312,1,0,2,19,6,108,33,-1,0,3,0
50,2,2,2,0,0,1,0,2,19,6,638,0,-1,0,3,0
56,5,1,0,0,1906,0,1,2,19,6,45,47,-1,0,3,0
38,9,1,3,0,499,0,0,2,19,6,240,43,-1,0,3,0
59,5,1,1,0,1723,0,0,2,19,6,70,0,-1,0,3,0
42,2,2,3,0,33,0,0,2,19,6,25,0,-1,0,3,0
41,0,1,1,0,2,1,0,2,19,6,64,0,-1,0,3,0
45,9,1,2,0,3626,0,0,2,19,6,2485,11,-1,0,3,0
48,2,1,2,0,269,1,0,2,19,6,149,0,-1,0,3,0
54,5,1,0,0,1925,0,0,2,19,6,348,22,-1,0,3,0
38,4,1,2,1,-1007,1,1,2,19,6,71,0,-1,0,3,0
50,1,0,0,0,-232,1,0,2,19,6,168,0,-1,0,3,0
58,1,1,0,0,0,1,0,2,19,6,573,0,-1,0,3,0
55,1,1,1,0,5874,0,0,2,19,6,229,0,-1,0,3,0
58,5,1,1,0,1463,1,0,2,19,6,446,0,-1,0,3,0
54,9,1,1,0,415,1,0,2,19,6,34,24,-1,0,3,0
41,6,2,3,0,426,1,0,2,19,6,75,0,-1,0,3,0
39,7,1,2,0,16,0,0,2,19,6,32,0,-1,0,3,0
55,9,1,1,0,891,0,0,2,19,6,268,0,-1,0,3,0
41,4,0,2,0,1,1,0,2,19,6,244,0,-1,0,3,0
40,1,1,1,0,3316,0,0,2,19,6,102,22,-1,0,3,0
53,10,0,1,0,4512,0,0,2,19,6,203,11,-1,0,3,0
58,5,1,2,0,5087,0,0,2,19,6,252,0,-1,0,3,0
51,0,1,1,0,884,0,0,2,19,6,50,0,-1,0,3,0
49,9,1,1,0,148,0,0,2,19,6,13,0,-1,0,3,0
58,2,1,1,0,3,0,0,2,19,6,188,38,-1,0,3,0
37,2,1,2,0,678,0,1,2,19,6,395,0,-1,0,3,0
40,6,1,1,0,0,0,0,2,19,6,61,0,-1,0,3,0
55,2,1,0,0,38,0,1,2,19,6,63,0,-1,0,3,0
55,7,1,1,0,477,0,0,2,19,6,170,0,-1,0,3,0
42,1,1,0,0,692,0,1,2,19,6,207,0,-1,0,3,0
43,6,2,2,0,0,0,0,2,19,6,147,0,-1,0,3,0
44,4,1,1,0,11972,0,0,2,19,6,127,0,-1,0,3,0
56,9,1,2,0,1663,0,0,2,19,6,22,0,-1,0,3,0
49,1,0,1,0,848,1,0,2,19,6,109,0,-1,0,3,0
51,4,0,2,0,3415,1,0,2,19,6,677,0,-1,0,3,0
50,4,1,2,0,4045,0,0,2,19,6,167,0,-1,0,3,0
43,6,1,2,0,4324,1,0,2,19,6,105,0,-1,0,3,0
41,10,1,0,0,2636,0,0,2,19,6,318,0,-1,0,3,0
54,7,1,1,0,0,0,0,2,19,6,220,0,-1,0,3,0
45,0,1,1,0,825,0,0,2,19,6,140,0,-1,0,3,0
40,1,1,1,0,273,1,0,2,19,6,1082,0,-1,0,3,0
57,5,1,1,0,712,1,1,2,19,6,824,0,-1,0,3,0
39,1,0,1,0,37,0,1,2,19,6,248,0,-1,0,3,0
59,5,1,0,0,143,1,0,2,19,6,11,0,-1,0,3,0
44,4,1,2,0,7177,0,0,2,19,6,89,11,-1,0,3,0
44,1,2,0,0,1308,0,1,2,19,6,161,0,-1,0,3,0
55,7,1,1,0,557,0,0,2,19,6,58,0,-1,0,3,0
45,7,0,1,0,1381,0,0,2,19,6,653,11,-1,0,3,0
59,9,1,1,0,2528,0,1,2,19,6,216,0,-1,0,3,0
41,9,0,1,0,586,1,0,2,19,6,223,0,-1,0,3,0
40,7,1,1,0,1358,0,0,2,19,6,96,0,-1,0,3,0
43,0,1,1,0,1113,0,0,2,19,6,477,45,-1,0,3,0
50,1,1,0,0,1179,0,0,2,19,6,30,0,-1,0,3,0
36,4,0,1,0,47,0,0,2,19,6,159,0,-1,0,3,0
59,0,1,1,0,1365,0,0,2,19,6,327,0,-1,0,3,0
40,1,1,0,0,607,1,0,2,19,6,432,0,-1,0,3,0
42,0,2,1,0,283,1,0,2,19,6,446,0,-1,0,3,0
57,5,1,3,0,1621,1,0,2,19,6,108,0,-1,0,3,0
46,1,1,0,0,1844,0,0,2,19,6,29,0,-1,0,3,0
38,4,1,3,0,3053,0,0,2,19,6,178,0,-1,0,3,0
40,10,2,0,0,5613,1,0,2,19,6,152,11,-1,0,3,0
52,2,0,1,0,302,0,0,2,19,6,169,11,-1,0,3,0
37,0,2,1,0,124,1,0,2,19,6,635,22,-1,0,3,0
52,10,1,0,0,425,0,0,2,19,6,122,0,-1,0,3,0
48,1,1,0,0,343,0,0,2,19,6,136,0,-1,0,3,0
42,1,2,0,0,1401,1,0,2,19,6,69,0,-1,0,3,0
37,1,1,0,0,0,1,0,2,19,6,129,22,-1,0,3,0
46,10,1,0,0,641,1,0,2,19,6,201,0,-1,0,3,0
41,1,0,1,0,3622,0,0,2,19,6,1135,33,-1,0,3,1
45,1,1,0,0,351,1,0,2,19,6,66,0,-1,0,3,0
57,0,2,1,0,5768,1,0,2,19,6,512,0,-1,0,3,1
57,1,0,1,0,1795,1,0,2,19,6,818,0,-1,0,3,0
36,10,1,3,0,1437,0,0,2,19,6,810,11,-1,0,3,0
35,6,1,2,0,1833,0,0,2,19,6,138,0,-1,0,3,0
52,4,1,2,0,3737,1,0,2,19,6,574,33,-1,0,3,0
56,0,1,1,0,6005,1,0,2,19,6,44,43,-1,0,3,0
37,1,1,0,0,253,1,0,2,19,6,145,11,-1,0,3,0
41,10,0,1,0,271,1,0,2,19,6,196,11,-1,0,3,0
48,7,1,1,0,334,0,1,2,19,6,270,11,-1,0,3,0
54,1,1,0,0,211,0,0,2,19,6,200,11,-1,0,3,0
50,0,0,3,0,4204,0,0,2,19,6,335,11,-1,0,3,0
56,5,1,1,1,101,0,1,2,19,6,330,0,-1,0,3,0
41,0,0,1,0,256,0,0,2,19,6,91,0,-1,0,3,0
48,1,2,3,0,2961,0,0,2,19,6,361,0,-1,0,3,0
51,4,1,1,0,2604,0,0,2,19,6,64,0,-1,0,3,0
35,4,2,2,0,2808,1,0,2,19,6,221,3,-1,0,3,0
40,0,1,1,0,1,0,0,2,19,6,84,22,-1,0,3,0
48,6,1,0,0,1204,1,0,2,19,6,53,0,-1,0,3,0
47,5,0,1,0,0,0,0,2,19,6,141,0,-1,0,3,0
56,1,1,1,0,771,1,1,2,19,6,254,0,-1,0,3,0
55,5,0,1,0,1580,0,1,2,19,6,1007,0,-1,0,3,1
52,1,1,0,0,1409,1,0,2,19,6,224,0,-1,0,3,0
38,5,2,3,0,62,0,0,2,19,6,212,0,-1,0,3,0
52,1,0,0,0,2800,0,0,2,19,6,149,0,-1,0,3,0
47,0,1,3,0,989,0,0,2,19,6,116,0,-1,0,3,0
46,1,0,0,0,1712,0,0,2,19,6,110,0,-1,0,3,0
56,10,1,1,0,216,0,0,2,19,6,77,0,-1,0,3,0
37,9,1,3,0,47,0,0,2,19,6,374,22,-1,0,3,0
38,1,1,0,0,2322,0,0,2,19,6,207,0,-1,0,3,0
41,1,0,1,0,1,0,1,2,19,6,289,0,-1,0,3,0
53,7,1,1,0,2774,0,1,2,19,6,193,0,-1,0,3,0
40,1,1,0,0,2132,0,0,2,19,6,143,0,-1,0,3,0
55,10,2,0,0,10183,0,0,2,19,6,106,0,-1,0,3,0
47,3,1,0,0,823,0,0,2,19,6,191,22,-1,0,3,0
42,0,1,1,0,0,0,0,2,19,6,370,0,-1,0,3,0
54,5,1,1,0,6449,0,0,2,19,6,487,0,-1,0,3,0
49,1,1,0,0,98,0,1,2,19,6,534,0,-1,0,3,0
49,2,1,0,0,563,0,0,2,19,6,84,0,-1,0,3,0
44,9,1,3,0,1127,1,0,2,19,6,118,33,-1,0,3,0
47,10,1,1,0,0,0,0,2,19,6,284,0,-1,0,3,0
51,2,1,0,0,4711,0,0,2,19,6,253,0,-1,0,3,0
46,1,1,1,0,1120,0,1,2,19,6,786,0,-1,0,3,0
59,2,1,0,0,0,0,0,2,19,6,239,0,-1,0,3,0
50,1,1,3,0,1389,1,0,2,19,6,162,22,-1,0,3,0
38,10,1,0,0,338,0,0,2,19,6,219,11,-1,0,3,0
39,3,1,2,0,4,1,1,2,19,6,185,0,-1,0,3,0
58,7,1,1,0,5087,0,0,2,19,6,135,0,-1,0,3,0
41,9,1,2,0,-378,1,1,2,19,6,252,11,-1,0,3,0
45,4,1,2,0,9711,0,0,2,19,6,416,22,-1,0,3,0
36,7,1,1,0,3972,1,1,2,19,6,32,0,-1,0,3,0
46,1,0,1,0,2441,0,0,2,19,6,217,11,-1,0,3,0
56,6,1,2,0,411,0,0,2,19,6,145,33,-1,0,3,0
24,9,1,1,0,691,1,0,2,19,6,93,11,-1,0,3,0
51,1,1,0,0,1938,0,0,2,19,6,61,0,-1,0,3,0
29,1,1,1,0,508,1,1,2,19,6,262,38,-1,0,3,0
42,0,2,3,0,22,0,0,2,19,6,246,22,-1,0,3,0
51,4,1,2,0,3134,0,0,2,19,6,92,22,-1,0,3,0
53,9,1,1,0,1319,0,0,2,19,6,1318,22,-1,0,3,1
23,9,2,1,0,-782,1,1,2,19,6,197,1,-1,0,3,0
47,9,0,1,0,5735,0,0,2,19,6,282,33,-1,0,3,0
55,3,1,0,0,2152,0,0,2,19,6,922,11,-1,0,3,1
52,2,1,2,0,0,0,0,2,19,6,163,22,-1,0,3,0
50,2,1,1,0,1857,0,1,2,19,6,26,11,-1,0,3,0
48,4,1,2,0,13501,0,0,2,19,6,63,11,-1,0,3,0
37,0,1,1,0,0,0,1,2,19,6,176,11,-1,0,3,0
39,7,1,1,0,2843,1,0,2,19,6,585,0,-1,0,3,1
53,0,1,1,0,2955,0,0,2,19,6,605,0,-1,0,3,0
20,0,2,1,0,66,1,0,2,19,6,75,11,-1,0,3,0
38,9,1,1,0,634,0,0,2,19,6,211,11,-1,0,3,0
36,4,1,2,0,1352,0,0,2,19,6,2028,0,-1,0,3,1
57,10,1,2,0,209,0,0,2,19,6,453,0,-1,0,3,0
28,1,1,0,0,237,1,0,2,19,6,498,45,-1,0,3,0
40,7,1,0,0,2469,0,1,2,19,6,202,11,-1,0,3,0
40,11,1,3,0,35,0,0,2,19,6,40,0,-1,0,3,0
50,1,1,0,0,59,0,0,2,19,6,184,0,-1,0,3,0
55,1,1,0,0,5109,0,0,2,19,6,55,0,-1,0,3,0
40,2,1,2,1,0,0,0,2,19,6,952,33,-1,0,3,1
55,5,1,0,0,868,0,0,2,19,6,207,0,-1,0,3,0
36,1,2,1,0,0,0,0,2,19,6,238,0,-1,0,3,0
53,5,1,0,0,828,1,0,2,19,6,232,0,-1,0,3,0
38,9,2,1,0,207,0,0,2,19,6,76,11,-1,0,3,0
35,9,2,1,0,23,1,0,2,19,6,113,11,-1,0,3,0
44,1,1,1,0,17,1,0,2,19,6,153,5,-1,0,3,0
60,11,1,3,0,652,0,0,2,19,6,525,0,-1,0,3,0
55,4,1,3,0,179,0,0,2,19,6,97,0,-1,0,3,0
54,5,1,1,0,3846,1,1,2,19,6,216,11,-1,0,3,0
39,0,2,1,0,0,0,1,2,19,6,142,0,-1,0,3,0
54,3,1,0,0,774,0,0,2,19,6,290,0,-1,0,3,0
39,2,1,2,0,6495,0,0,2,19,6,280,22,-1,0,3,0
52,0,1,1,0,422,0,0,2,19,6,559,0,-1,0,3,0
46,11,2,3,0,63,0,0,2,19,6,235,0,-1,0,3,0
51,1,1,0,0,91,0,1,2,19,6,368,11,-1,0,3,0
56,0,1,1,0,5310,0,0,2,19,6,74,0,-1,0,3,0
52,5,1,1,0,1282,0,0,2,19,6,148,38,-1,0,3,0
55,3,1,0,0,1537,0,0,2,19,6,359,0,-1,0,3,0
44,1,1,0,0,1669,0,0,2,19,6,64,11,-1,0,3,0
59,5,1,0,0,1115,0,0,2,19,6,834,0,-1,0,3,1
36,0,1,1,0,4280,0,0,2,19,6,227,43,-1,0,3,0
42,4,1,3,0,587,1,0,2,19,6,16,47,-1,0,3,0
57,9,1,1,0,1070,0,0,2,19,6,73,0,-1,0,3,0
37,0,0,1,0,796,0,0,2,19,6,104,0,-1,0,3,0
57,9,1,1,0,461,1,0,2,19,6,69,11,-1,0,3,0
43,1,0,1,0,1138,0,0,2,19,6,65,0,-1,0,3,0
39,11,1,0,0,2860,0,0,2,19,6,133,0,-1,0,3,0
56,9,1,1,0,2558,0,0,2,19,6,288,0,-1,0,3,0
55,1,0,0,0,0,0,0,2,19,6,120,0,-1,0,3,0
49,4,1,2,0,3022,0,0,2,19,6,38,0,-1,0,3,0
38,1,2,1,0,48,0,0,2,19,6,43,22,-1,0,3,0
41,3,1,1,0,876,0,0,2,19,6,78,0,-1,0,3,0
46,3,0,0,0,148,0,0,2,19,6,166,0,-1,0,3,0
47,7,1,1,0,759,1,0,2,19,6,30,11,-1,0,3,0
36,0,1,1,0,4011,0,0,2,19,6,10,7,-1,0,3,0
36,6,2,2,0,1923,0,0,2,19,6,219,0,-1,0,3,0
48,7,0,0,0,-110,0,1,2,19,6,164,11,-1,0,3,0
52,0,0,1,0,98,0,1,2,19,6,148,0,-1,0,3,0
37,0,1,1,0,313,1,0,2,19,6,11,45,-1,0,3,0
36,1,1,0,0,-453,1,0,2,19,6,130,0,-1,0,3,0
51,10,1,1,0,-267,0,1,2,19,6,208,11,-1,0,3,0
59,3,1,0,0,1071,0,0,2,19,6,140,0,-1,0,3,0
41,1,2,2,0,6025,0,0,2,19,6,559,0,-1,0,3,0
57,5,1,1,0,2020,0,0,2,19,6,93,33,-1,0,3,0
46,1,1,3,0,626,1,0,2,19,6,177,11,-1,0,3,0
42,7,0,1,0,241,1,0,2,19,6,405,11,-1,0,3,0
45,4,1,2,0,-52,1,0,2,19,6,202,0,-1,0,3,0
39,1,2,1,0,1986,0,1,2,19,6,367,0,-1,0,3,0
55,9,1,0,0,202,0,1,2,19,6,60,0,-1,0,3,0
36,7,1,1,0,472,1,0,2,19,6,1017,0,-1,0,3,0
43,11,1,2,0,1937,0,0,2,19,6,385,0,-1,0,3,0
48,6,1,0,0,3062,0,0,2,19,6,237,38,-1,0,3,0
53,7,1,1,0,76,1,0,2,19,6,237,11,-1,0,3,0
28,9,2,1,0,593,1,0,2,19,6,202,0,-1,0,3,0
28,1,1,0,0,182,1,0,2,19,6,153,0,-1,0,3,0
25,8,2,1,0,722,1,0,2,19,6,172,0,-1,0,3,0
38,6,0,1,0,2674,1,0,2,19,6,163,11,-1,0,3,0
51,4,0,1,0,2843,1,0,2,19,6,97,11,-1,0,3,0
28,1,2,0,0,2340,1,0,2,19,6,399,0,-1,0,3,0
26,1,1,0,0,-157,1,0,2,19,6,60,0,-1,0,3,0
26,1,1,1,0,1028,1,1,2,19,6,431,0,-1,0,3,0
54,5,0,0,0,52,0,0,2,19,6,184,22,-1,0,3,0
29,9,1,1,0,7836,1,0,2,19,6,155,0,-1,0,3,0
52,5,0,2,0,-309,1,0,2,19,6,500,11,-1,0,3,1
50,7,1,1,0,3374,0,0,2,19,6,27,11,-1,0,3,0
44,2,1,1,0,168,0,0,2,19,6,167,11,-1,0,3,0
37,4,1,1,0,121,0,1,2,19,6,89,11,-1,0,3,0
39,7,2,1,0,2453,0,0,2,19,6,92,11,-1,0,3,0
28,9,2,2,0,940,1,0,2,19,6,296,0,-1,0,3,0
29,0,2,1,0,613,1,0,2,19,6,779,0,-1,0,3,0
47,2,1,1,0,0,0,0,2,19,6,563,11,-1,0,3,0
38,1,1,1,0,1403,0,0,2,19,6,146,11,-1,0,3,0
35,4,2,2,0,250,0,0,2,19,6,92,11,-1,0,3,0
40,1,1,0,0,-108,1,0,2,19,6,149,22,-1,0,3,0
48,9,1,1,0,7,0,0,2,19,6,354,45,-1,0,3,0
47,0,1,1,0,4923,0,0,2,19,6,121,22,-1,0,3,0
40,4,1,2,0,20,1,0,2,19,6,106,11,-1,0,3,0
41,2,1,2,0,5736,1,1,2,19,6,136,11,-1,0,3,0
26,9,2,1,0,-859,1,0,2,19,6,297,0,-1,0,3,0
25,1,1,1,0,1782,1,0,2,19,6,549,0,-1,0,3,0
28,1,1,1,0,1331,1,1,2,19,6,267,11,-1,0,3,0
35,10,1,1,0,2228,0,0,2,19,6,461,11,-1,0,3,0
38,0,2,1,0,435,0,0,2,19,6,117,11,-1,0,3,0
29,0,2,1,0,732,1,0,2,19,6,409,0,-1,0,3,0
23,0,1,1,0,299,1,0,2,19,6,104,0,-1,0,3,0
55,3,1,0,0,136,1,0,2,19,6,15,1,-1,0,3,0
61,11,1,2,0,50,0,0,2,19,6,216,11,-1,0,3,0
29,2,1,1,0,0,1,0,2,19,6,211,0,-1,0,3,0
36,6,1,0,0,2022,0,0,2,19,6,71,11,-1,0,3,0
48,1,1,0,0,237,1,0,2,19,6,18,9,-1,0,3,0
42,1,2,1,0,625,0,0,2,19,6,651,22,-1,0,3,1
45,9,1,2,0,377,1,0,2,19,6,835,22,-1,0,3,1
41,1,1,0,0,246,0,0,2,19,6,683,22,-1,0,3,1
45,3,1,1,0,870,0,1,2,19,6,258,11,-1,0,3,0
43,0,2,3,0,682,0,0,2,19,6,156,43,-1,0,3,0
27,1,1,1,0,61,1,0,2,19,6,1012,0,-1,0,3,1
45,0,2,1,0,-198,1,0,2,19,6,130,17,-1,0,3,0
